timestamps,open,high,low,close,volume,amount
2024-01-02 04:35:00,99285.66,100363.86,99154.54,99547.48,9674012,961757094408
2024-01-02 04:40:00,100090.5,101709.16,100065.07,101179.87,7215641,726147360151
2024-01-02 04:45:00,103986.43,104009.15,103356.49,103419.1,21505719,2230202469084
2024-01-02 04:50:00,104046.85,104336.08,103687.02,104296.56,4704050,490028900633
2024-01-02 04:55:00,104761.76,106547.4,103695.1,105215.65,13489944,1416291720034
2024-01-02 05:00:00,107099.6,107905.33,105730.98,106729.53,13692595,1463937829021
2024-01-02 05:05:00,108490.4,109191.12,107864.65,108703.46,11639736,1264039616575
2024-01-02 05:10:00,111768.53,113589.21,108706.72,111179.31,12137973,1353067418427
2024-01-02 05:15:00,115129.87,115173.62,113822.7,114775.79,10647441,1223953489028
2024-01-02 05:20:00,118307.51,118543.25,116627.62,117904.53,13567486,1602401757242
2024-01-02 05:25:00,119316.05,121744.37,118614.98,120136.56,9168581,1097720349832
2024-01-02 05:30:00,123291.54,123690.23,120512.54,122548.93,16616463,2042499519101
2024-01-02 05:35:00,124192.02,124903.27,123796.56,124030.01,7336385,910526171541
2024-01-02 05:40:00,126287.46,126750.86,124119.53,126521.06,15370447,1942889971587
2024-01-02 05:45:00,128875.86,129209.98,127191.83,128783.53,15111259,1946778863949
2024-01-02 05:50:00,130559.26,132352.45,128489.15,131729.17,13014119,1706726393167
2024-01-02 05:55:00,133781.09,134509.09,131907.07,133508.29,6264417,837206065729
2024-01-02 06:00:00,136073.01,137113.35,135095.07,136776.99,9183861,1252908237206
2024-01-02 06:05:00,140310.91,142198.26,139048.36,141266.34,11131009,1567119453071
2024-01-02 06:10:00,142903.48,144318.22,142317.48,143999.58,18068487,2591952105389
2024-01-02 06:15:00,148206.34,149623.76,146580.79,147386.36,13598218,2009766979473
2024-01-02 06:20:00,150725.56,151922.98,149049.19,151201.29,23044679,3478903686046
2024-01-02 06:25:00,154945.74,157546.28,151567.89,153766.56,12496226,1928869350963
2024-01-02 06:30:00,156738.55,157820.45,156429.67,157159.58,15165120,2380151445717
2024-01-02 06:35:00,158987.0,160397.5,156059.77,160355.92,15261167,2436772848713
2024-01-02 06:40:00,162814.65,164609.52,161745.44,163728.68,18689659,3051491702902
2024-01-02 06:45:00,167037.78,167336.14,165445.15,166011.98,9223755,1535984725348
2024-01-02 06:50:00,169272.47,171765.64,168921.82,169404.52,9395128,1590956819502
2024-01-02 06:55:00,173046.72,174280.43,172786.65,173522.42,17962149,3112563303839
2024-01-02 07:00:00,179244.2,180810.25,177497.75,179100.91,17218723,3085122577338
2024-01-02 07:05:00,184594.72,184794.58,182255.43,184132.74,17769521,3276055143956
2024-01-02 07:10:00,192190.53,193719.52,190860.24,191122.73,27101690,5194218500987
2024-01-02 07:15:00,195200.41,196209.22,192093.77,193796.84,11877122,2310083877746
2024-01-02 07:20:00,198744.86,202880.65,198176.19,199103.01,20731854,4124061936284
2024-01-02 07:25:00,202081.31,206753.45,201977.03,203430.1,16446215,3334563916034
2024-01-02 07:30:00,210777.86,211713.45,209249.23,211214.51,29477282,6219594164588
2024-01-02 07:35:00,214378.22,215709.93,213975.84,214099.59,14210155,3044368019059
2024-01-02 07:40:00,215923.99,217242.26,212369.34,216969.52,12056386,2609565626160
2024-01-02 07:45:00,219246.77,220611.59,216723.83,220301.08,14876723,3269515755454
2024-01-02 07:50:00,221352.14,222533.01,220061.59,220972.3,8957135,1980979858275
2024-01-02 07:55:00,224442.92,224852.98,224215.75,224497.53,12039047,2702407581957
2024-01-02 08:00:00,227690.9,228797.43,226853.22,227653.57,10935051,2489607486024
2024-01-02 08:05:00,231657.94,233292.08,229308.07,232539.84,19745328,4582868728364
2024-01-02 08:10:00,237620.85,239201.01,237574.47,237894.91,17736257,4216934851301
2024-01-02 08:15:00,245240.63,249203.03,242450.32,246379.19,12859859,3161080769050
2024-01-02 08:20:00,254410.64,254707.46,251576.12,253283.28,26197306,6650106506296
2024-01-02 08:25:00,258550.13,259760.76,255665.19,257218.7,6745764,1739627410107
2024-01-02 08:30:00,258139.2,261617.47,254129.04,260544.27,14260476,3698336552778
2024-01-02 08:35:00,265624.36,268615.1,265616.28,266864.63,21379826,5692260958401
2024-01-02 08:40:00,267388.39,270103.28,263986.91,269404.25,14147143,3797041152683
2024-01-02 08:45:00,278006.0,280101.17,276527.78,278912.5,12380764,3447538225246
2024-01-02 08:50:00,287134.21,289183.62,285060.39,287254.05,21645872,6216567354291
2024-01-02 08:55:00,289852.56,295139.64,287976.02,291968.81,12191817,3546729846575
2024-01-02 09:00:00,292468.03,295939.44,292194.67,293822.34,6781417,1987939741440
2024-01-02 09:05:00,301511.23,305369.85,298410.26,303032.38,12061497,3645850462237
2024-01-02 09:10:00,309201.31,311872.95,306706.52,308881.2,15470687,4781080529883
2024-01-02 09:15:00,318377.99,320779.3,314616.97,318267.64,19549445,6223034375768
2024-01-02 09:20:00,319435.51,321842.24,318591.91,320592.43,5222736,1671348495643
2024-01-02 09:25:00,325802.95,328596.85,323395.37,325515.16,14038721,4571836549908
2024-01-02 09:30:00,331208.21,334452.21,330239.29,332116.02,18615929,6174198389485
2024-01-02 09:35:00,338503.49,339909.18,337137.91,338963.89,19268481,6526883685061
2024-01-02 09:40:00,347463.25,347811.2,343142.61,344580.06,18574020,6427013158682
2024-01-02 09:45:00,355676.85,358086.58,349529.96,353308.87,15923099,5644624866287
2024-01-02 09:50:00,355070.36,357722.11,354836.71,357392.66,15615029,5562565373700
2024-01-02 09:55:00,365720.55,366846.8,363316.67,364209.56,19726599,7199519288117
2024-01-02 10:00:00,373446.2,375062.2,370634.77,371937.26,12344083,4600537651113
2024-01-02 10:05:00,378840.86,383699.23,378289.3,381028.46,11256895,4276884588246
2024-01-02 10:10:00,392558.64,394657.55,389583.53,390958.1,16709004,6545892129175
2024-01-02 10:15:00,398336.4,398531.03,394985.81,395296.71,9486284,3764314544241
2024-01-02 10:20:00,396140.36,401749.59,390424.05,398376.33,9552643,3794867136289
2024-01-02 10:25:00,408729.62,418819.21,407645.76,410613.31,21805749,8933193087589
2024-01-02 10:30:00,422174.71,422851.74,418812.39,420037.43,20432225,8604133918169
2024-01-02 10:35:00,426556.94,428634.81,423660.77,425978.69,12141652,5175595484237
2024-01-02 10:40:00,441238.48,442163.56,435503.87,440025.17,12835124,5655564115538
2024-01-02 10:45:00,450110.09,457130.23,444039.45,449344.88,21025525,9455756560327
2024-01-02 10:50:00,463687.14,464988.61,460963.64,462783.1,15979799,7402404063489
2024-01-02 10:55:00,469269.65,480786.43,468409.65,472402.8,22491383,10589757915583
2024-01-02 11:00:00,492539.33,497936.38,485516.61,489973.54,14371232,7059960157387
2024-01-02 11:05:00,509922.33,514352.76,503624.66,506957.67,32137023,16339747871628
2024-01-02 11:10:00,515594.99,521371.22,510222.12,516187.04,8286480,4274920587265
2024-01-02 11:15:00,530626.15,534757.62,530041.77,530741.52,13818760,7333392582355
2024-01-02 11:20:00,540117.41,548205.61,537738.35,544284.2,9618822,5215332997481
2024-01-02 11:25:00,562854.94,567955.69,559122.24,561411.4,24694239,13881450879287
2024-01-02 11:30:00,569993.05,571590.72,564664.34,568367.36,15065283,8574860905467
2024-01-02 11:35:00,582878.51,586998.14,575880.03,583059.81,16589943,9671425098914
2024-01-02 11:40:00,603289.14,603783.76,593424.01,599916.55,27499610,16543843537700
2024-01-02 11:45:00,602496.74,605835.93,600247.86,603504.82,8702479,5247601612850
2024-01-02 11:50:00,611637.88,620353.27,606848.58,609916.07,11620609,7097600372048
2024-01-02 11:55:00,609067.76,623112.63,596310.79,612188.89,9229260,5635647568754
2024-01-02 12:00:00,623158.72,624362.32,615772.64,623232.11,11106651,6921613960489
2024-01-02 12:05:00,638946.41,642376.86,632099.62,639503.92,15280134,9767446176429
2024-01-02 12:10:00,661077.38,664002.46,659619.32,660333.49,29561717,19531586997570
2024-01-02 12:15:00,672849.58,677847.68,671093.53,674095.06,21453057,14448040008586
2024-01-02 12:20:00,696296.71,703295.54,688802.68,696754.73,31790381,22142817886574
2024-01-02 12:25:00,705952.36,707491.59,701467.23,703048.6,13312261,9378494291507
2024-01-02 12:30:00,706021.82,709494.99,703167.59,707567.02,5146436,3637472261103
2024-01-02 12:35:00,715767.96,724451.29,712745.48,721564.21,19583843,14074243772522
2024-01-02 12:40:00,744890.45,752976.59,727208.51,738430.71,15060516,11169791022000
2024-01-02 12:45:00,758378.52,759732.4,752403.29,753176.13,22191943,16772167374796
2024-01-02 12:50:00,750928.68,759149.2,742618.36,755812.22,6559907,4942040092489
2024-01-02 12:55:00,773214.11,777421.82,764998.15,770556.81,15449462,11925215104811
2024-01-02 13:00:00,776031.4,790042.1,771163.22,777987.94,10090575,7840474331702
2024-01-02 13:05:00,799045.88,803912.74,792261.6,797994.57,14540952,11611244213849
2024-01-02 13:10:00,817734.74,823480.23,811529.51,816533.52,9478139,7744910868684
2024-01-02 13:15:00,825847.05,827476.82,822799.56,826816.11,15711090,12982569868760
2024-01-02 13:20:00,836794.27,843317.36,821713.27,840086.42,16884276,14156458191846
2024-01-02 13:25:00,846919.6,860029.78,844643.3,849853.9,6893996,5848774868824
2024-01-02 13:30:00,862646.44,870047.94,860763.5,866616.38,18852732,16300664243647
2024-01-02 13:35:00,887229.02,894480.96,880342.88,890934.52,21207870,18855530648249
2024-01-02 13:40:00,901520.31,910117.63,893598.4,901823.22,10067667,9077731058490
2024-01-02 13:45:00,920483.48,925981.34,915924.34,923789.54,12843152,11843139388913
2024-01-02 13:50:00,941693.7,951243.62,927182.28,938493.19,17534605,16484167261698
2024-01-02 13:55:00,958504.95,960718.93,943785.8,951429.9,14216473,13576268626043
2024-01-02 14:00:00,967038.86,978829.54,957894.68,969851.68,15285030,14802715004638
2024-01-02 14:05:00,982490.74,992969.03,973497.16,981316.08,12067362,11848983853558
2024-01-02 14:10:00,999239.12,1011641.78,991180.89,996748.82,7566886,7551706604153
2024-01-02 14:15:00,1009596.88,1014944.12,1006219.25,1007219.83,9958507,10042241630189
2024-01-02 14:20:00,1044277.0,1054206.8,1040700.79,1043880.56,15868806,16568283646752
2024-01-02 14:25:00,1069260.31,1085079.91,1054485.46,1065304.4,10737501,11459945331316
2024-01-02 14:30:00,1083400.28,1090707.65,1079339.04,1080794.22,14188570,15353412591131
2024-01-02 14:35:00,1097718.41,1114829.07,1092457.23,1104553.73,22400324,24665804699673
2024-01-02 14:40:00,1130785.49,1136032.49,1115014.15,1125892.61,13165368,14854998857819
2024-01-02 14:45:00,1151733.76,1162388.83,1139224.59,1146646.72,10002490,11494763896759
2024-01-02 14:50:00,1171124.94,1183606.49,1163163.91,1175611.58,20072470,23552399261722
2024-01-02 14:55:00,1206919.96,1210952.82,1202028.57,1206691.07,24745436,29862928665884
2024-01-02 15:00:00,1230083.63,1231140.96,1220690.69,1225895.18,16096683,19766556220461
2024-01-02 15:05:00,1243650.57,1248811.58,1237049.91,1244953.5,17401587,21652830164708
2024-01-02 15:10:00,1274153.08,1277447.38,1266972.9,1267353.87,14425200,18330873013681
2024-01-02 15:15:00,1284409.7,1297601.28,1266210.37,1269406.13,7272161,9285879945599
2024-01-02 15:20:00,1274461.03,1292744.69,1273142.03,1279489.33,5732373,7320098034068
2024-01-02 15:25:00,1310619.92,1325478.77,1285657.97,1319732.97,17376219,22852793927669
2024-01-02 15:30:00,1366346.64,1375591.92,1344304.68,1364274.18,19211206,26229259544793
2024-01-02 15:35:00,1394122.2,1399855.53,1382265.38,1389110.55,14178922,19731620073508
2024-01-02 15:40:00,1422128.22,1429024.53,1410328.18,1423771.73,24755778,35226233695670
2024-01-02 15:45:00,1466784.98,1475662.72,1445596.93,1456203.76,22348391,32662047666943
2024-01-02 15:50:00,1512527.05,1539706.04,1509574.25,1522718.65,17342988,26320114865150
2024-01-02 15:55:00,1572939.11,1586200.77,1563812.54,1567508.33,13116030,20595101469585
2024-01-02 16:00:00,1592752.19,1612858.66,1583919.2,1597591.78,12440096,19844092641771
2024-01-02 16:05:00,1631413.1,1635143.2,1591269.3,1617507.57,8852008,14379735854018
2024-01-02 16:10:00,1645396.72,1656521.62,1617617.97,1629166.02,9576896,15680073410828
2024-01-02 16:15:00,1658458.72,1672210.96,1654046.17,1664840.53,22206715,36899779701928
2024-01-02 16:20:00,1683643.77,1688741.01,1674173.07,1688282.81,17534764,29562968416375
2024-01-02 16:25:00,1710278.14,1732097.95,1668921.13,1702958.93,10760438,18363962923056
2024-01-02 16:30:00,1725109.56,1734272.53,1721962.88,1728455.25,16633858,28723053279469
2024-01-02 16:35:00,1747842.22,1756321.92,1728168.83,1748239.17,10959926,19158396694563
2024-01-02 16:40:00,1808081.88,1820827.37,1802034.46,1807852.39,15416920,27873284707260
2024-01-02 16:45:00,1839661.15,1857509.72,1820219.67,1857490.02,19001057,35124890014341
2024-01-02 16:50:00,1894825.1,1900950.66,1893187.76,1894956.21,15810205,29958609738050
2024-01-02 16:55:00,1949580.21,1971313.42,1935439.54,1956326.88,26012676,50801547817426
2024-01-02 17:00:00,1992225.49,2006565.57,1976957.17,1997149.69,11033047,22007481916362
2024-01-02 17:05:00,2038178.18,2045656.47,2012829.85,2023571.71,10047703,20405628261435
2024-01-02 17:10:00,2076700.12,2104152.44,2059653.22,2089829.55,18238920,37996500617995
2024-01-02 17:15:00,2150036.8,2178888.18,2134796.03,2141330.09,25061985,53775086313698
2024-01-02 17:20:00,2163585.52,2180563.46,2146324.16,2166607.53,10258519,22210683820459
2024-01-02 17:25:00,2203999.12,2226099.97,2183160.05,2207086.4,17891790,39461107927207
2024-01-02 17:30:00,2244865.9,2283830.98,2234840.78,2236029.43,14402119,32267193913436
2024-01-02 17:35:00,2260015.16,2281606.25,2249715.95,2256179.08,7261565,16397318996463
2024-01-02 17:40:00,2325568.49,2343406.13,2296184.45,2318952.37,20066906,46600581706449
2024-01-02 17:45:00,2413923.62,2440042.45,2379037.01,2402294.3,31587041,76065036538861
2024-01-02 17:50:00,2419621.62,2454340.82,2411132.05,2423636.48,9188726,22251685793062
2024-01-02 17:55:00,2476237.7,2492047.78,2449097.61,2483841.2,24955114,61889667152911
2024-01-02 18:00:00,2507268.6,2525263.86,2485899.13,2520946.63,8869373,22298558222008
2024-01-02 18:05:00,2551382.25,2569731.74,2546115.27,2561955.58,7503221,19183251909356
2024-01-02 18:10:00,2639799.37,2654381.04,2575038.76,2601439.91,17597882,46117355170694
2024-01-02 18:15:00,2652203.17,2657838.93,2625437.41,2635799.54,15580180,41194016984449
2024-01-02 18:20:00,2672006.89,2704336.07,2645859.27,2690180.06,22703457,60870090432598
2024-01-02 18:25:00,2708404.37,2727948.93,2677536.63,2726432.33,13790523,37474620253576
2024-01-02 18:30:00,2794344.05,2820878.99,2753033.38,2787627.73,23128551,64551459527195
2024-01-02 18:35:00,2850672.78,2874796.64,2822827.73,2842893.7,19659734,55967001323956
2024-01-02 18:40:00,2902826.47,2916507.2,2877244.05,2894881.7,18903847,54799494165366
2024-01-02 18:45:00,2928357.06,2954040.89,2921188.12,2932094.83,12173716,35671738493401
2024-01-02 18:50:00,2975788.0,2981894.02,2972325.92,2977655.8,11214509,33382474529893
2024-01-02 18:55:00,3061334.46,3083689.82,3039117.8,3056323.93,25876930,79153109053816
2024-01-02 19:00:00,3132035.03,3142494.29,3088304.81,3130690.51,15864972,49678982729497
2024-01-02 19:05:00,3133993.32,3177882.8,3130374.77,3169159.9,11537619,36361690175257
2024-01-02 19:10:00,3232141.52,3244877.0,3162240.69,3235859.52,14583428,47162813720640
2024-01-02 19:15:00,3307104.23,3345098.17,3298125.95,3321242.87,19190414,63600362543184
2024-01-02 19:20:00,3346425.94,3359482.5,3334184.34,3343496.84,8093113,27071150516066
2024-01-02 19:25:00,3477151.71,3507036.66,3423960.41,3426014.01,9419636,32512654139216
2024-01-02 19:30:00,3483249.46,3497082.14,3466607.94,3476861.04,17090683,59476521114888
2024-01-02 19:35:00,3557859.81,3622601.1,3534888.95,3563446.04,16337152,58170928098499
2024-01-02 19:40:00,3630076.78,3664348.43,3581055.25,3613422.49,13027749,47183245222845
2024-01-02 19:45:00,3642463.53,3675807.89,3625465.6,3633693.83,4983853,18131649330016
2024-01-02 19:50:00,3666952.86,3707666.85,3649333.63,3659266.67,4282081,15685732718342
2024-01-02 19:55:00,3746081.99,3768973.86,3733514.74,3734749.81,11335142,42398145389157
2024-01-02 20:00:00,3857511.21,3859150.09,3817650.54,3818249.23,19340332,74225877654300
2024-01-02 20:05:00,3845564.35,3884479.61,3820877.98,3867432.53,6830474,26341712327284
2024-01-02 20:10:00,3975292.56,3980635.85,3947532.89,3965900.68,24755651,98294704189052
2024-01-02 20:15:00,3974232.1,4022917.8,3959605.58,3992726.03,5985178,23841831290093
2024-01-02 20:20:00,4082676.09,4099033.96,4021193.99,4071367.61,10394429,42378314146980
2024-01-02 20:25:00,4094809.55,4142615.84,4053686.21,4113705.58,6932728,28453701371622
2024-01-02 20:30:00,4166406.48,4199918.1,4143552.08,4175119.27,6378179,26601872180917
2024-01-02 20:35:00,4254932.78,4282955.2,4227010.26,4261219.99,19339441,82348817040674
2024-01-02 20:40:00,4338691.5,4346212.47,4284778.56,4317625.44,15916081,68887320777395
2024-01-02 20:45:00,4411630.24,4422336.38,4367014.16,4391463.44,15017211,66098957607763
2024-01-02 20:50:00,4488408.55,4524448.36,4469858.34,4516540.21,13104611,59003175291887
2024-01-02 20:55:00,4587976.82,4616100.86,4549170.0,4586716.99,9980197,45782625826460
2024-01-02 21:00:00,4694207.18,4750123.21,4683690.45,4710921.05,17917490,84258145464317
2024-01-02 21:05:00,4733035.58,4837126.74,4631765.01,4763006.92,15267530,72490556909594
2024-01-02 21:10:00,4874732.95,4951123.81,4806448.64,4880028.19,12806546,62462398640942
2024-01-02 21:15:00,5028759.49,5060609.26,5021618.97,5036527.9,25597258,128821878988909
2024-01-02 21:20:00,5098965.77,5114067.35,5034516.11,5037838.74,4819478,24427053157207
2024-01-02 21:25:00,5118174.61,5142099.59,5092029.49,5107118.73,9437826,48252269668278
2024-01-02 21:30:00,5198517.25,5238781.03,5132831.44,5234573.45,16561227,86392391752350
2024-01-02 21:35:00,5316772.9,5334277.28,5281984.54,5331829.3,8113713,43199851060773
2024-01-02 21:40:00,5483759.27,5501770.13,5438821.28,5455896.46,21430001,117218416589373
2024-01-02 21:45:00,5597312.22,5607659.16,5513685.82,5539467.91,9366164,52154454534688
2024-01-02 21:50:00,5610630.11,5718510.42,5609901.93,5655477.58,18826072,106048277219822
2024-01-02 21:55:00,5708569.41,5801432.55,5655738.49,5762736.96,8180798,46922220130099
2024-01-02 22:00:00,5990048.54,6031874.62,5915665.1,5934532.02,28647722,170806034395252
2024-01-02 22:05:00,6078774.46,6125758.85,6030677.35,6066955.6,11112064,67482064840427
2024-01-02 22:10:00,6179517.69,6210404.6,6165650.75,6206462.83,22631484,140156559972242
2024-01-02 22:15:00,6328094.05,6343305.06,6240392.82,6311223.23,17506591,110635679063171
2024-01-02 22:20:00,6329338.35,6465463.33,6323862.76,6413865.0,19179453,122203834794677
2024-01-02 22:25:00,6521157.26,6539946.76,6463030.71,6521047.2,12992706,84726764049115
2024-01-02 22:30:00,6684970.16,6713723.32,6637441.54,6674030.71,20368048,136048385500661
2024-01-02 22:35:00,6817550.21,6853296.2,6710074.45,6786188.85,11608973,78962719736873
2024-01-02 22:40:00,6904398.76,6998992.25,6887668.84,6939578.82,11070199,76627793375889
2024-01-02 22:45:00,7201620.16,7300659.18,7121016.47,7198536.05,21990925,158336377584711
2024-01-02 22:50:00,7361341.64,7448592.88,7349957.81,7395561.81,12317151,90881504060914
2024-01-02 22:55:00,7535169.83,7548389.67,7436964.28,7525560.3,20322685,153037237114784
2024-01-02 23:00:00,7717277.02,7801088.38,7715927.62,7751980.56,11818529,91411934648932
2024-01-02 23:05:00,7866982.44,7919055.05,7822472.23,7883067.88,14578437,114805558164665
2024-01-02 23:10:00,7873116.89,7966475.27,7780207.04,7912513.91,7732269,61029371841488
2024-01-02 23:15:00,8033856.2,8112856.87,7995393.99,8007785.4,11402628,91458435839327
2024-01-02 23:20:00,8083010.32,8176910.18,8034402.69,8048464.25,8755358,70618417478713
2024-01-02 23:25:00,8178663.79,8189196.34,8094334.35,8188269.48,8386615,68631584037073
2024-01-02 23:30:00,8356790.87,8396663.55,8346303.3,8355193.44,15920617,133032550755655
2024-01-02 23:35:00,8576782.88,8660035.28,8486150.83,8639357.37,17100180,147199548600810
2024-01-02 23:40:00,8824019.6,8894450.25,8672740.11,8837261.2,23510015,207608488266870
2024-01-02 23:45:00,8998037.88,9042379.33,8964222.21,9000297.16,17846062,160599701500419
2024-01-02 23:50:00,9364679.19,9420819.15,9231812.25,9243552.01,26997547,251188298242839
2024-01-02 23:55:00,9213733.9,9281667.88,9128524.8,9265247.15,3317878,30655502341700
2024-01-03 00:00:00,9539900.53,9629725.34,9424465.32,9470567.58,12530060,119101153042149
2024-01-03 00:05:00,9770435.73,9912735.79,9643590.77,9721978.54,12587256,122678004226666
2024-01-03 00:10:00,9815826.66,9860303.71,9782175.36,9802072.57,4652707,45638168528389
2024-01-03 00:15:00,10181088.59,10248822.7,9947574.79,10092345.56,14543430,147422635185839
2024-01-03 00:20:00,10343697.84,10361031.4,10300708.98,10324488.85,19297364,199420760882183
2024-01-03 00:25:00,10518899.82,10601749.54,10477891.69,10498471.94,9764089,102607744223532
2024-01-03 00:30:00,10762412.31,10765784.44,10739169.65,10765271.61,17705812,190582562139481
2024-01-03 00:35:00,11252873.28,11323451.56,11046347.39,11184448.57,33445675,375215687295041
2024-01-03 00:40:00,11490033.24,11507338.27,11281646.09,11427384.36,18794715,215363166148767
2024-01-03 00:45:00,11645251.21,11793298.0,11635605.39,11681796.38,14322632,167052359153417
2024-01-03 00:50:00,11796137.88,11971504.24,11661081.34,11874464.66,11498487,136088057792563
2024-01-03 00:55:00,12020451.4,12121119.34,11995445.38,12032663.39,11103085,133531889037969
2024-01-03 01:00:00,12308533.0,12403410.64,12221879.75,12357967.25,12415611,153124835945334
2024-01-03 01:05:00,12518005.17,12630156.59,12491048.31,12521982.44,13145744,164584633483181
2024-01-03 01:10:00,12861775.11,12924909.72,12760619.48,12782686.19,13224095,169562396234459
2024-01-03 01:15:00,12961904.3,13012005.61,12839776.05,12991609.73,17724187,230002467987131
2024-01-03 01:20:00,13302537.83,13363481.96,13146122.94,13305386.74,21276720,283064680379422
2024-01-03 01:25:00,13614858.44,13851383.53,13543152.41,13610909.73,18158381,247187935651471
2024-01-03 01:30:00,14061471.61,14062384.28,13795932.31,14002072.65,16564038,232422806793033
2024-01-03 01:35:00,14067407.45,14245236.04,13917936.63,14227242.65,9212521,130332529130805
2024-01-03 01:40:00,14439895.56,14515991.52,14381639.48,14483832.29,17785977,257218379134481
2024-01-03 01:45:00,14677154.26,14828772.06,14590371.72,14661665.4,10950758,160641157066127
2024-01-03 01:50:00,14994714.9,15045310.67,14694768.62,14905277.35,9595343,143450340665634
2024-01-03 01:55:00,15215346.95,15412734.95,15003434.72,15252861.55,11488383,175015224234509
2024-01-03 02:00:00,93.4,94.45,92.44,94.29,3993717627,374785441799
2024-01-03 02:05:00,92.95,93.64,92.62,92.66,17493287,1623443621
2024-01-03 02:10:00,92.08,93.59,91.41,92.38,4760230,439038034
2024-01-03 02:15:00,91.9,93.42,91.59,92.45,5558450,512370928
2024-01-03 02:20:00,91.55,92.64,91.51,91.84,7949796,728933938
2024-01-03 02:25:00,92.21,92.48,90.96,92.3,8095825,746864422
2024-01-03 02:30:00,90.54,91.06,89.95,90.81,18045554,1636272258
2024-01-03 02:35:00,88.03,89.36,87.9,89.02,20498383,1814622048
2024-01-03 02:40:00,87.27,87.75,86.34,86.88,16285492,1418115282
2024-01-03 02:45:00,87.61,88.2,86.91,87.05,3079741,268956183
2024-01-03 02:50:00,86.92,86.97,86.17,86.64,6847239,594197689
2024-01-03 02:55:00,85.25,87.12,84.59,85.74,11317118,967529483
2024-01-03 03:00:00,84.99,86.05,84.15,85.07,9401913,799438891
2024-01-03 03:05:00,83.47,83.81,82.0,83.47,16706236,1394436855
2024-01-03 03:10:00,84.52,84.56,83.75,84.27,6393368,539577570
2024-01-03 03:15:00,83.8,84.0,83.52,83.52,10882294,910371796
2024-01-03 03:20:00,82.45,83.52,81.73,82.76,6533500,539698522
2024-01-03 03:25:00,82.44,84.31,80.85,82.41,8885323,732380542
2024-01-03 03:30:00,82.09,82.1,80.96,81.9,6783444,556214120
2024-01-03 03:35:00,81.82,81.89,81.08,81.23,11025548,898878877
2024-01-03 03:40:00,80.2,80.49,78.39,79.91,7215524,577641979
2024-01-03 03:45:00,79.73,80.83,79.29,79.42,7374069,586783037
2024-01-03 03:50:00,79.85,80.42,79.59,79.82,9061559,723430882
2024-01-03 03:55:00,80.44,80.94,79.85,79.88,3905717,313081103
2024-01-03 04:00:00,80.26,80.49,79.68,80.1,8243723,660968176
2024-01-03 04:05:00,78.63,79.77,77.35,78.97,13629525,1074065955
2024-01-03 04:10:00,78.12,78.53,77.34,77.57,15189721,1182411209
2024-01-03 04:15:00,76.99,77.44,75.83,76.72,8972074,689541517
2024-01-03 04:20:00,75.82,76.66,75.46,75.99,9613727,729733690
2024-01-03 04:25:00,75.71,76.15,75.45,75.89,6179811,468446071
2024-01-03 04:30:00,74.24,75.15,73.2,74.13,16316169,1210361169
2024-01-03 04:35:00,74.46,74.78,74.02,74.29,7321519,544556203
2024-01-03 04:40:00,73.53,73.76,73.23,73.46,9934889,730158110
2024-01-03 04:45:00,72.59,73.08,72.04,72.48,8227742,596794676
2024-01-03 04:50:00,71.78,72.17,70.74,71.18,10035599,717339748
2024-01-03 04:55:00,69.91,71.54,69.32,69.54,8410390,586432510
2024-01-03 05:00:00,69.37,69.66,69.09,69.3,5378963,372954048
2024-01-03 05:05:00,68.98,69.65,67.93,68.65,12133329,834939800
2024-01-03 05:10:00,66.92,68.36,66.71,67.27,19630106,1317111507
2024-01-03 05:15:00,66.04,67.54,65.89,65.91,10669542,703963665
2024-01-03 05:20:00,65.67,66.1,64.51,65.08,16562317,1082771708
2024-01-03 05:25:00,65.23,65.37,64.29,65.3,6683760,436202779
2024-01-03 05:30:00,64.24,64.63,63.8,64.51,15652957,1007691018
2024-01-03 05:35:00,62.9,63.81,62.56,63.11,19333488,1218095304
2024-01-03 05:40:00,62.02,62.67,61.53,62.36,13436156,835537613
2024-01-03 05:45:00,61.36,62.4,60.48,61.6,6493540,399214715
2024-01-03 05:50:00,59.57,60.35,59.31,59.68,14972859,892812038
2024-01-03 05:55:00,58.65,59.08,58.21,59.06,5202899,306221416
2024-01-03 06:00:00,58.37,59.13,57.85,58.37,13294811,776006768
2024-01-03 06:05:00,58.37,58.48,58.01,58.11,6099818,355247039
2024-01-03 06:10:00,58.12,58.5,58.0,58.39,9505116,553706359
2024-01-03 06:15:00,58.77,59.07,58.17,58.33,4615900,270256093
2024-01-03 06:20:00,57.77,57.79,57.28,57.62,14623366,843703514
2024-01-03 06:25:00,56.84,57.12,56.39,56.54,9103782,516098938
2024-01-03 06:30:00,56.96,57.47,56.71,57.15,6925704,395123893
2024-01-03 06:35:00,56.84,57.82,55.78,56.6,8216602,466078200
2024-01-03 06:40:00,55.74,56.19,55.17,56.05,9041838,505367709
2024-01-03 06:45:00,55.72,56.14,54.79,55.48,8576012,476820376
2024-01-03 06:50:00,55.06,55.17,54.96,55.01,11645781,640910075
2024-01-03 06:55:00,54.55,54.9,54.27,54.4,6319201,344233103
2024-01-03 07:00:00,53.3,54.25,52.94,53.61,10472518,559783048
2024-01-03 07:05:00,52.61,52.96,52.34,52.84,16308688,859889884
2024-01-03 07:10:00,52.46,52.7,51.94,52.3,5746959,301036232
